STATE,RESIDENTIAL,GENDER,AGE,WEIGHT (kg),HEIGHT (cm),BMI (kg/m2),CLASS (BMI),POWER (cm),SPEED (sec),FLEXIBILITY (cm),COORDINATION (no.)
SABAH,RURAL,M,7.1,16.4,113,12.8,THINNESS,119,4.37,29,1
SABAH,RURAL,M,7,19,118,13.6,NORMAL,110,4.49,33,1
SABAH,URBAN,M,7,24.3,128.5,14.7,NORMAL,83,3.87,26,7
SABAH,RURAL,M,7,17.8,109,15,NORMAL,135,5.21,22,9
SABAH,URBAN,M,7.1,21.6,116.8,15.8,NORMAL,111,4.56,25,6
SABAH,RURAL,M,7.1,23.7,126,14.9,NORMAL,113,3.93,24,3
SABAH,URBAN,M,7,17.4,111,14.1,NORMAL,89,4.13,24,8
SABAH,RURAL,M,7.1,22,116,16.3,NORMAL,97,4,32,1
SABAH,RURAL,M,7,21.1,117,15.4,NORMAL,96,4.42,30.5,3
SABAH,RURAL,M,7,20,108,17.1,OVERWEIGHT,117,5.6,32,5
SABAH,URBAN,M,7,23,120,16,NORMAL,101,4,15,8
SABAH,RURAL,M,7.1,31.5,127.1,19.5,OBESITY,74,4.48,29.5,6
SABAH,RURAL,M,7,39.7,131.4,23,OBESITY,101,4.46,26,5
SABAH,URBAN,M,7,18,126,11.3,SEVERE THINNESS,114,5.1,24.5,8
SABAH,RURAL,M,7,17,105,15.4,NORMAL,115,5.69,28,7
SABAH,RURAL,M,7.1,20.8,120.6,14.3,NORMAL,113,4.83,32,1
SABAH,RURAL,M,7,23,113.9,17.7,OVERWEIGHT,106,5.53,32,5
SABAH,RURAL,M,7,19,119,13.4,NORMAL,115,4.81,20.5,7
SABAH,RURAL,M,7.1,18,114,13.9,NORMAL,107,6.5,33,5
SABAH,URBAN,M,7,16.2,110,13.4,NORMAL,110,4.65,25,4
SABAH,RURAL,M,7.1,19.6,118,14.1,NORMAL,100,4.92,25,8
SABAH,RURAL,M,7.1,34,130,20.1,OBESITY,98,4.98,27,7
SABAH,URBAN,M,7.1,26,124.4,16.8,NORMAL,125,5.8,22.5,8
SABAH,RURAL,M,7,20,119,14.1,NORMAL,109,4.51,28,1
SABAH,RURAL,M,7,16.2,111,13.1,NORMAL,105,5.46,28,7
SABAH,RURAL,M,7.1,19.1,117,14,NORMAL,118,6.24,24.5,8
SABAH,URBAN,M,7,25,123,16.5,NORMAL,106,6.56,30,6
SABAH,RURAL,M,7.1,17.5,112,14,NORMAL,104,5.25,27,7
SABAH,URBAN,M,7,18,111,14.6,NORMAL,98,5.18,32.5,4
SABAH,URBAN,M,7.1,24.58,124,16,NORMAL,88,4,20.5,6
SABAH,RURAL,M,7,40.9,125,26.2,OBESITY,65,5.06,30.5,7
SABAH,RURAL,M,7,18.6,111,15.1,NORMAL,138,4.66,17,1
SABAH,URBAN,M,7,20.8,120,14.4,NORMAL,120,5.04,19,6
SABAH,RURAL,M,7.1,21,120,14.6,NORMAL,107,4.5,25,1
SABAH,RURAL,M,7,31.7,123,21,OBESITY,123,4.56,20,1
SABAH,RURAL,M,7.1,22.3,117,16.3,NORMAL,98,5.56,32,4
SABAH,URBAN,M,7.1,20.3,109,17.1,OVERWEIGHT,91,5.78,30,6
SABAH,URBAN,M,7.1,16,119,11.3,SEVERE THINNESS,78,4,26,1
SABAH,RURAL,M,7.1,21,117,15.3,NORMAL,80,4.75,30,2
SABAH,URBAN,M,7.1,21.9,120,15.2,NORMAL,130,4.97,22,1
SABAH,URBAN,M,7,34.8,126.5,21.7,OBESITY,75,5.25,30,5
SABAH,URBAN,M,7.1,23,122,15.5,NORMAL,81,5.38,25,9
SABAH,RURAL,M,7.1,17.3,110.4,14.2,NORMAL,89,5.04,25.5,6
SABAH,RURAL,M,7.1,25.6,118,18.4,OVERWEIGHT,130,5,20,1
SABAH,RURAL,M,7,23.1,120,16,NORMAL,117,4.63,14.5,1
SABAH,URBAN,M,7.1,18,112,14.3,NORMAL,69,4.6,25,4
SABAH,URBAN,M,7.1,23.4,122,15.7,NORMAL,91,5.22,22.5,8
SABAH,URBAN,M,7,24,126,15.1,NORMAL,95,4.49,16,4
SABAH,URBAN,M,7.1,30,123.5,19.7,OBESITY,98,4.34,21,1
SABAH,RURAL,M,7,22,115,16.6,NORMAL,111,4.94,21,3
SABAH,URBAN,M,7.1,15.7,112,12.5,THINNESS,91,4.72,23,4
SABAH,URBAN,M,7.1,19.9,117,14.5,NORMAL,86,4.9,29,1
SABAH,URBAN,M,7,22.6,120,15.7,NORMAL,101,4.67,25,1
SABAH,URBAN,M,7.1,23.06,128,14.1,NORMAL,78,5.14,30,1
SABAH,URBAN,M,7.1,24,118,17.2,OVERWEIGHT,88,5.59,32,1
SABAH,RURAL,M,7.1,17.9,114,13.8,NORMAL,80,5.97,27,5
SABAH,URBAN,M,7,21.8,116.5,16.1,NORMAL,92,4.73,21.5,2
SABAH,RURAL,M,7.1,26.9,119,19,OVERWEIGHT,79,5.2,29,1
SABAH,URBAN,M,7.1,15,104,13.9,NORMAL,85,5.03,25,3
SABAH,URBAN,M,7.1,18,118,12.9,THINNESS,78,5.7,26,5
SABAH,URBAN,M,7.1,21,118,15.1,NORMAL,75,5.15,25,4
SABAH,URBAN,M,7,25.9,125.4,16.5,NORMAL,78,4.6,20,2
SABAH,URBAN,M,7,19,112,15.1,NORMAL,92,5,24.5,1
SABAH,RURAL,M,7.1,17.7,116,13.2,NORMAL,106,5.56,21,3
SABAH,URBAN,M,7.1,17.4,110,14.4,NORMAL,93,5.18,20.5,4
SABAH,URBAN,M,7.1,45.6,127,28.3,OBESITY,79,5.63,25.5,4
SABAH,RURAL,M,7.1,15.9,113.5,12.3,THINNESS,84,6.18,21.5,6
SABAH,RURAL,M,7,15,107,13.1,NORMAL,99,6.44,25,1
SABAH,URBAN,M,7,20.9,115.5,15.7,NORMAL,92,5.97,26,1
SABAH,URBAN,M,7.1,18,115,13.6,NORMAL,79,6.5,24,4
SABAH,RURAL,M,7.1,30.2,124.5,19.5,OBESITY,57,5.37,22.5,3
SABAH,URBAN,M,7,19.1,121,13,THINNESS,98,6.21,20,2
SABAH,URBAN,M,7.1,35,125,22.4,OBESITY,70,6,26,1
SABAH,URBAN,M,7.1,18.8,112,15,NORMAL,80,5.88,20,3
SABAH,RURAL,M,7,21.8,117.1,15.9,NORMAL,80,5.24,18,1
SARAWAK,RURAL,M,7.1,32,130,18.9,OVERWEIGHT,120,4.62,28.5,6
SARAWAK,RURAL,M,7.1,23.5,119,16.6,NORMAL,93,5.57,23.5,6
SARAWAK,RURAL,M,7.1,22.5,115,17,NORMAL,98,5.16,30,3
SARAWAK,URBAN,M,7,17.5,114.5,13.3,NORMAL,95,4.84,26,1
SARAWAK,URBAN,M,7.1,25,124,16.3,NORMAL,101,5.06,34,2
SARAWAK,URBAN,M,7.1,21.1,116.7,15.5,NORMAL,110,4.97,30.5,1
SARAWAK,RURAL,M,7.1,22,138.5,11.5,SEVERE THINNESS,81,6.03,23,4
SARAWAK,RURAL,M,7.1,30.8,130.5,18.1,OVERWEIGHT,130,5.5,23.5,8
SARAWAK,URBAN,M,7,25,124,16.3,NORMAL,118,5.24,29,8
SARAWAK,URBAN,M,7,27,123,17.8,OVERWEIGHT,86,5.86,22,1
SARAWAK,RURAL,M,7,31,128,18.9,OVERWEIGHT,74,4.84,25,8
SARAWAK,RURAL,M,7,19,117,13.9,NORMAL,74,5.14,15,1
SARAWAK,RURAL,M,7,25,131,14.6,NORMAL,116,4.81,25,6
SARAWAK,RURAL,M,7,32,125,20.5,OBESITY,83,5.1,27.5,7
SARAWAK,RURAL,M,7,24,125,15.4,NORMAL,94,5.03,26,8
SARAWAK,URBAN,M,7.1,20.5,112,16.3,NORMAL,62,4.37,21,3
SARAWAK,URBAN,M,7,22,115,16.6,NORMAL,71,5.06,24,1
SARAWAK,URBAN,M,7,29,120,20.1,OBESITY,66,5.47,12,5
SARAWAK,RURAL,M,7,28.2,119,19.9,OBESITY,86,4.6,28.5,4
SARAWAK,RURAL,M,7,17.3,104.5,15.8,NORMAL,92,5.43,36,1
SARAWAK,URBAN,M,7,23,116.5,16.9,NORMAL,100,5.24,28,6
SARAWAK,URBAN,M,7,49,132.5,27.9,OBESITY,71,5.84,16.5,10
SARAWAK,RURAL,M,7.1,19.3,115.1,14.6,NORMAL,134,4.97,20,9
SARAWAK,RURAL,M,7.1,18,122.5,12,SEVERE THINNESS,100,6.89,24,6
SARAWAK,URBAN,M,7.1,22,113,17.2,OVERWEIGHT,107,4.92,25.5,3
SARAWAK,RURAL,M,7.1,20.3,118.5,14.5,NORMAL,124,4.3,24,6
SARAWAK,RURAL,M,7.1,29.5,122,19.8,OBESITY,84,5,27,7
SARAWAK,RURAL,M,7.1,30.3,122.1,20.3,OBESITY,69,5,17,2
SARAWAK,URBAN,M,7,18.6,114,14.3,NORMAL,92,5.32,24,1
SARAWAK,URBAN,M,7.1,24.4,115.8,18.2,OVERWEIGHT,100,4.21,33,1
SARAWAK,URBAN,M,7,18.1,113.5,14.1,NORMAL,114,4.37,28,4
SARAWAK,URBAN,M,7.1,49,120,34,OBESITY,104,4.98,29,7
SARAWAK,RURAL,M,7.1,20,112,15.9,NORMAL,98,5.36,25,1
SARAWAK,RURAL,M,7.1,23.2,121.3,15.8,NORMAL,145,4.1,31.5,3
SARAWAK,RURAL,M,7,21,122.5,14,NORMAL,145,4.17,21.5,8
SARAWAK,RURAL,M,7,21,118,15.1,NORMAL,103,4.23,21,10
SARAWAK,RURAL,M,7,17,112.5,13.4,NORMAL,136,4.63,29,5
SARAWAK,RURAL,M,7,21.1,117.5,15.3,NORMAL,132,3.97,29,5
SARAWAK,RURAL,M,7.1,16.9,113.5,13.1,THINNESS,104,4.4,24.5,2
SARAWAK,RURAL,M,7.1,17.1,115,12.9,THINNESS,76,4.94,27.5,4
SARAWAK,RURAL,M,7.1,22.5,113,17.6,OVERWEIGHT,108,4.82,28.5,1
SARAWAK,RURAL,M,7,41,121,28,OBESITY,50,5.28,34.5,4
SARAWAK,RURAL,M,7.1,14.5,108.5,12.3,THINNESS,76,5.6,26,5
SARAWAK,RURAL,M,7.1,18.5,111.9,14.8,NORMAL,112,4.66,31,7
SARAWAK,RURAL,M,7.1,20.5,109.2,17.2,OVERWEIGHT,109,5.25,20,1
SARAWAK,RURAL,M,7.1,23,99.4,23.3,OBESITY,121,4.25,31,6
SARAWAK,RURAL,M,7,31.5,106.2,27.9,OBESITY,106,4.58,33,3
SARAWAK,RURAL,M,7.1,24.5,100.8,24.1,OBESITY,87,4.69,19.5,2
SARAWAK,RURAL,M,7,20,119,14.1,NORMAL,110,5,28,6
SARAWAK,RURAL,M,7.1,21,114,16.2,NORMAL,105,5.22,19,5
SARAWAK,URBAN,M,7,24.03,117.9,17.3,OVERWEIGHT,135,4.61,39.5,9
SARAWAK,URBAN,M,7.1,22.9,118.4,16.3,NORMAL,70,4.73,29.5,8
SARAWAK,URBAN,M,7,27.7,122,18.6,OVERWEIGHT,104,4.48,18.5,6
SARAWAK,URBAN,M,7.1,31.2,124.5,20.1,OBESITY,80,4.58,25,3
SARAWAK,RURAL,M,7,23.8,120.5,16.4,NORMAL,100,4.44,24,4
SARAWAK,RURAL,M,7,34,125,21.8,OBESITY,139,4.84,27,10
SARAWAK,RURAL,M,7.1,20,113,15.7,NORMAL,135,4.84,24,5
SARAWAK,URBAN,M,7.1,19,119,13.4,NORMAL,115,4.76,34,5
SARAWAK,RURAL,M,7.1,14.1,105,12.8,THINNESS,77,5.66,26.5,4
SARAWAK,URBAN,M,7,17,112.5,13.4,NORMAL,59,5.91,26.5,4
SARAWAK,RURAL,M,7,16.5,110,13.6,NORMAL,100,4.81,27.5,6
SARAWAK,URBAN,M,7,15,110,12.4,THINNESS,109,4.73,28.5,9
SARAWAK,RURAL,M,7.1,19.2,117.5,13.9,NORMAL,111,4.4,32,9
SARAWAK,RURAL,M,7.1,19.9,116.8,14.6,NORMAL,116,4.42,31.5,5
SARAWAK,RURAL,M,7,32.2,118,23.1,OBESITY,76,4.92,32.5,6
SARAWAK,RURAL,M,7.1,20.6,114.9,15.6,NORMAL,72,5.1,24.5,1
SARAWAK,RURAL,M,7.1,32.1,119,22.7,OBESITY,128,4.54,35.5,8
SARAWAK,RURAL,M,7,32.8,127.1,20.3,OBESITY,137,4.21,22.5,8
SARAWAK,RURAL,M,7.1,18.8,115.8,14,NORMAL,110,4.29,19.5,7
SARAWAK,RURAL,M,7,19,116,14.1,NORMAL,114,5,28.5,1
SARAWAK,URBAN,M,7.1,28,124,18.2,OVERWEIGHT,123,4.73,32.5,5
SARAWAK,URBAN,M,7.1,23,121,15.7,NORMAL,97,4.5,29,8
SARAWAK,RURAL,M,7.1,33.7,120.8,23.1,OBESITY,101,5.12,33,5
SARAWAK,RURAL,M,7,16.5,109.4,13.8,NORMAL,102,4.93,29,5
SARAWAK,URBAN,M,7.1,21,121.3,14.3,NORMAL,132,4.17,26,1
SARAWAK,URBAN,M,7,20,120.8,13.7,NORMAL,94,4.38,21,1
SARAWAK,RURAL,M,7,33,123,21.8,OBESITY,116,5.32,22.5,6
SARAWAK,RURAL,M,7,18,112,14.3,NORMAL,102,6.06,26,1
SARAWAK,RURAL,M,7,18.5,107,16.2,NORMAL,103,5.1,32,3
SARAWAK,RURAL,M,7.1,18.9,111.8,15.1,NORMAL,136,5,35.5,2
SARAWAK,RURAL,M,7.1,19,97,20.2,OBESITY,98,4.39,20,1
SARAWAK,RURAL,M,7.1,16.6,110.8,13.5,NORMAL,83,6.76,30,9
SARAWAK,URBAN,M,7.1,24.1,124,15.7,NORMAL,98,5.22,34,6
SARAWAK,RURAL,M,7.1,16.5,111,13.4,NORMAL,75,4.55,12,5
SARAWAK,RURAL,M,7,23,119,16.2,NORMAL,77,5.2,35,1
SARAWAK,URBAN,M,7,18,100,18,OVERWEIGHT,140,6.88,30,9
SARAWAK,RURAL,M,7,31.12,116.5,22.9,OBESITY,85,5.12,29,3
SARAWAK,RURAL,M,7,30,128.5,18.2,OVERWEIGHT,86,5.03,26,6
SARAWAK,URBAN,M,7.1,20.7,117,15.1,NORMAL,68,7.19,26,8
SARAWAK,URBAN,M,7.1,38.2,129,23,OBESITY,107,5.76,26,1
SARAWAK,RURAL,M,7,43,129.8,25.5,OBESITY,97,4.59,22.5,1
SARAWAK,RURAL,M,7.1,24,121.3,16.3,NORMAL,103,5.31,24,2
SARAWAK,RURAL,M,7,21.4,116.8,15.7,NORMAL,145,4.3,33,7
SARAWAK,RURAL,M,7.1,22,121,15,NORMAL,97,4.96,23,7
SARAWAK,RURAL,M,7.1,18.3,117,13.4,NORMAL,97,4.9,18,5
SARAWAK,RURAL,M,7,19,116.3,14,NORMAL,109,4.99,28.5,5
SARAWAK,RURAL,M,7.1,32,126,20.2,OBESITY,87,4.74,39,6
SARAWAK,RURAL,M,7.1,26,119,18.4,OVERWEIGHT,100,4.92,26,9
SARAWAK,RURAL,M,7,22.7,119.7,15.8,NORMAL,85,6.09,27.5,3
SARAWAK,RURAL,M,7.1,22,113,17.2,OVERWEIGHT,74,5.82,27,10
SARAWAK,URBAN,M,7.1,19.1,110.8,15.6,NORMAL,64,4.5,27.5,7
SARAWAK,RURAL,M,7,22,114,16.9,NORMAL,89,4.22,29.5,5
SARAWAK,RURAL,M,7.1,34,124,22.1,OBESITY,65,5,33,1
SARAWAK,RURAL,M,7,24,126,15.1,NORMAL,97,6,30,1
SARAWAK,RURAL,M,7,21,121,14.3,NORMAL,112,9,9,5
SARAWAK,URBAN,M,7.1,20,115.7,14.9,NORMAL,99,5.25,32,6
SARAWAK,RURAL,M,7,22.04,120.3,15.2,NORMAL,109,5.01,27.5,8
SARAWAK,RURAL,M,7,26,113.8,20.1,OBESITY,99,4.99,32.5,8
SELANGOR,RURAL,M,7.1,23,120,16,NORMAL,113,4.69,21,2
SELANGOR,URBAN,M,7,20.9,121,14.3,NORMAL,135,4.09,29,10
SELANGOR,RURAL,M,7,21.8,125,14,NORMAL,118,4,28.5,8
SELANGOR,URBAN,M,7.1,25,119.5,17.5,OVERWEIGHT,97,4.81,24,9
SELANGOR,RURAL,M,7,16,119,11.3,SEVERE THINNESS,120,4,27.5,10
SELANGOR,RURAL,M,7,30,118,21.5,OBESITY,66,5.11,18.5,1
SELANGOR,URBAN,M,7,20.8,110,17.2,OVERWEIGHT,109,4.6,30,7
SELANGOR,URBAN,M,7,18,115,13.6,NORMAL,85,3.94,29,1
SELANGOR,URBAN,M,7.1,33,123,21.8,OBESITY,101,3,9,10
SELANGOR,RURAL,M,7,22,121,15,NORMAL,107,3.55,31,8
SELANGOR,URBAN,M,7.1,20,120,13.9,NORMAL,101,4.47,28,9
SELANGOR,URBAN,M,7,23,116,17.1,OVERWEIGHT,128,4.72,32.5,7
SELANGOR,RURAL,M,7.1,20.7,126,13,THINNESS,117,5.56,24.5,5
SELANGOR,URBAN,M,7.1,20.5,121.5,13.9,NORMAL,130,4.35,30,5
SELANGOR,RURAL,M,7,27.15,121,18.5,OVERWEIGHT,101,4.82,23,10
SELANGOR,RURAL,M,7,26.24,122,17.6,OVERWEIGHT,105,5.22,25,9
SELANGOR,URBAN,M,7.1,22,124,14.3,NORMAL,100,4.22,32,8
SELANGOR,URBAN,M,7,20,129,12,SEVERE THINNESS,98,5.23,26,5
SELANGOR,URBAN,M,7,18.7,111,15.2,NORMAL,122,4.56,26,10
SELANGOR,URBAN,M,7.1,23,120,16,NORMAL,80,5.73,25,5
SELANGOR,RURAL,M,7.1,18.8,123,12.4,THINNESS,108,4.41,24.5,4
SELANGOR,RURAL,M,7,23.9,119,16.9,NORMAL,79,5.12,22.5,1
SELANGOR,URBAN,M,7,18,117,13.1,NORMAL,99,4.87,25,5
SELANGOR,URBAN,M,7,25,123,16.5,NORMAL,129,4.6,31,3
SELANGOR,URBAN,M,7,22.1,119.5,15.5,NORMAL,123,4.23,34.5,7
SELANGOR,URBAN,M,7.1,20.5,112,16.3,NORMAL,141,4.7,28,6
SELANGOR,URBAN,M,7.1,21.2,114.4,16.2,NORMAL,115,4.37,30.5,9
SELANGOR,URBAN,M,7.1,39.9,125.5,25.3,OBESITY,85,5.35,23,9
SELANGOR,URBAN,M,7.1,21.6,117.4,15.7,NORMAL,85,1.59,32,7
SELANGOR,URBAN,M,7.1,31.5,126.5,19.7,OBESITY,106,5.18,20.5,8
SELANGOR,URBAN,M,7,22.01,117.5,15.9,NORMAL,100,5.35,29.5,4
SELANGOR,RURAL,M,7.1,24.4,121.6,16.5,NORMAL,112,4.29,31.5,4
SELANGOR,RURAL,M,7.1,35.5,126,22.4,OBESITY,102,4,28.5,9
SELANGOR,URBAN,M,7.1,20.5,113,16.1,NORMAL,111,5.04,34,8
SELANGOR,RURAL,M,7,20.2,118.3,14.4,NORMAL,120,4.42,24,8
SELANGOR,RURAL,M,7.1,23,117.3,16.7,NORMAL,87,3.98,31,7
SELANGOR,RURAL,M,7.1,18,123,11.9,SEVERE THINNESS,118,4.62,23.5,10
SELANGOR,RURAL,M,7.1,24,126,15.1,NORMAL,109,3.98,22,9
SELANGOR,RURAL,M,7.1,20.9,116,15.5,NORMAL,119,4.42,37.5,2
SELANGOR,URBAN,M,7,21,117,15.3,NORMAL,122,4.53,31,5
SELANGOR,URBAN,M,7,31.9,119.7,22.3,OBESITY,108,4.79,28,5
SELANGOR,RURAL,M,7.1,26,124.5,16.8,NORMAL,117,4.42,23,8
SELANGOR,URBAN,M,7.1,20,114.5,15.3,NORMAL,116,4.42,26.5,6
SELANGOR,URBAN,M,7.1,11,116,8.2,SEVERE THINNESS,112,5.1,25,9
SELANGOR,URBAN,M,7.1,17.5,114.5,13.3,NORMAL,77,5.85,25,7
SELANGOR,RURAL,M,7.1,20,117,14.6,NORMAL,124,4.78,30,4
SELANGOR,URBAN,M,7.1,21,119,14.8,NORMAL,76,4.53,33,7
SELANGOR,URBAN,M,7.1,23.05,129,13.9,NORMAL,105,4.98,26,6
SELANGOR,URBAN,M,7.1,22,117,16.1,NORMAL,113,4.67,24.5,6
SELANGOR,RURAL,M,7,33.4,124,21.7,OBESITY,95,5.17,28,1
SELANGOR,RURAL,M,7,23,124,15,NORMAL,104,4.85,27,10
SELANGOR,RURAL,M,7.1,20,118,14.4,NORMAL,96,4.8,31,8
SELANGOR,URBAN,M,7.1,21,115,15.9,NORMAL,111,4.98,27,9
SELANGOR,URBAN,M,7,30,125,19.2,OBESITY,102,5.67,26,7
SELANGOR,URBAN,M,7.1,20.7,115,15.7,NORMAL,92,4.67,34,6
SELANGOR,RURAL,M,7.1,19.3,110,16,NORMAL,126,4.75,28.5,8
SELANGOR,RURAL,M,7,21,116,15.6,NORMAL,87,4.14,29,6
SELANGOR,RURAL,M,7.1,20,117.5,14.5,NORMAL,119,4.25,25.5,3
SELANGOR,URBAN,M,7,20.5,114.5,15.6,NORMAL,128,4.53,24.5,4
SELANGOR,URBAN,M,7,24,132,13.8,NORMAL,137,4.79,25,5
SELANGOR,URBAN,M,7.1,18,121,12.3,THINNESS,80,5,28,6
SELANGOR,URBAN,M,7.1,19.2,117,14,NORMAL,96,4.56,28,7
SELANGOR,URBAN,M,7.1,20.08,114.5,15.3,NORMAL,119,4.34,37.5,6
SELANGOR,RURAL,M,7.1,22.8,122,15.3,NORMAL,108,4.68,28,10
SELANGOR,RURAL,M,7,31,122,20.8,OBESITY,102,5.67,31,1
SELANGOR,RURAL,M,7.1,18,113,14.1,NORMAL,99,5.47,25,1
SELANGOR,RURAL,M,7.1,22.3,119,15.7,NORMAL,98,5.1,28,10
SELANGOR,URBAN,M,7.1,22.5,119,15.9,NORMAL,104,5,20,6
SELANGOR,URBAN,M,7,21,127.5,12.9,THINNESS,96,4.97,30,9
SELANGOR,URBAN,M,7,25.6,124,16.6,NORMAL,126,4.18,24,1
SELANGOR,URBAN,M,7.1,24.06,128,14.7,NORMAL,106,4.93,29.5,6
SELANGOR,RURAL,M,7,20.4,113.5,15.8,NORMAL,125,4.81,26,10
SELANGOR,RURAL,M,7.1,19.5,117,14.2,NORMAL,105,4.17,27.5,2
SELANGOR,URBAN,M,7,22.5,127,14,NORMAL,89,4.29,26,7
SELANGOR,URBAN,M,7,20.5,119.5,14.4,NORMAL,111,4.35,21.5,6
SELANGOR,RURAL,M,7,42.5,129,25.5,OBESITY,84,5.73,28,5
SELANGOR,RURAL,M,7.1,16,109,13.5,NORMAL,94,4.93,23.5,4
SELANGOR,RURAL,M,7.1,22,120,15.3,NORMAL,113,4.79,26,5
SELANGOR,URBAN,M,7.1,27,131,15.7,NORMAL,136,4.67,26,10
SELANGOR,URBAN,M,7.1,17.2,113.3,13.4,NORMAL,102,4.81,24,9
SELANGOR,RURAL,M,7.1,39.1,127,24.2,OBESITY,105,4.98,24,4
SELANGOR,RURAL,M,7.1,21.7,119,15.3,NORMAL,137,5.9,20,9
SELANGOR,URBAN,M,7,21.2,121.6,14.3,NORMAL,123,5.09,28.5,6
SELANGOR,URBAN,M,7,39,122,26.2,OBESITY,74,5.31,32,9
SELANGOR,RURAL,M,7.1,25.6,121.5,17.3,OVERWEIGHT,115,4.56,25,3
SELANGOR,URBAN,M,7,22.2,118,15.9,NORMAL,115,4.67,23.5,5
SELANGOR,RURAL,M,7.1,23,115,17.4,OVERWEIGHT,120,5.5,29,5
SELANGOR,URBAN,M,7.1,22.9,122.9,15.2,NORMAL,86,5.43,19,7
SELANGOR,RURAL,M,7.1,29,121,19.8,OBESITY,123,4.5,19,4
SELANGOR,URBAN,M,7.1,19.2,121,13.1,THINNESS,86,5.17,25,6
SELANGOR,URBAN,M,7,22.5,118.5,16,NORMAL,101,4.86,33,2
SELANGOR,RURAL,M,7,17.6,113,13.8,NORMAL,103,4.85,24,3
SELANGOR,URBAN,M,7,23,121,15.7,NORMAL,133,5.07,25,9
SELANGOR,RURAL,M,7.1,24.2,122,16.3,NORMAL,121,5.48,16,10
SELANGOR,RURAL,M,7.1,27,118,19.4,OBESITY,107,4.67,28,2
SELANGOR,RURAL,M,7.1,22,127,13.6,NORMAL,101,3.92,26,1
SELANGOR,URBAN,M,7.1,32,121,21.9,OBESITY,112,5.92,25.5,8
SELANGOR,URBAN,M,7.1,27.5,120,19.1,OBESITY,115,4.92,24,5
SELANGOR,RURAL,M,7.1,20,124,13,THINNESS,99,6.04,29.5,8
SELANGOR,URBAN,M,7.1,18,116,13.4,NORMAL,94,4.68,24,2
SELANGOR,RURAL,M,7,19,112.5,15,NORMAL,132,5.1,20.5,4
SELANGOR,URBAN,M,7.1,23,127.5,14.1,NORMAL,84,1.59,20.5,6
SELANGOR,RURAL,M,7.1,22,121.5,14.9,NORMAL,104,5.98,25.5,4
SELANGOR,RURAL,M,7,21.5,115,16.3,NORMAL,109,5.04,26.5,7
SELANGOR,RURAL,M,7.1,21.4,122,14.4,NORMAL,124,4.73,19,3
SELANGOR,RURAL,M,7,19,112,15.1,NORMAL,133,6.35,24,3
SELANGOR,RURAL,M,7,23,121,15.7,NORMAL,105,5.04,21,8
SELANGOR,RURAL,M,7.1,18,119,12.7,THINNESS,94,4.35,31,2
SELANGOR,URBAN,M,7.1,22.9,124.2,14.8,NORMAL,93,5.62,34.5,4
SELANGOR,URBAN,M,7,35,128.3,21.3,OBESITY,69,4.5,23,7
SELANGOR,RURAL,M,7,45,125,28.8,OBESITY,65,5.93,32,3
SELANGOR,RURAL,M,7.1,29,129,17.4,OVERWEIGHT,77,4.78,29,4
SELANGOR,URBAN,M,7.1,14.9,108,12.8,THINNESS,121,4.84,33,4
SELANGOR,URBAN,M,7,21.2,117,15.5,NORMAL,114,5.21,28,9
SELANGOR,URBAN,M,7.1,18.6,119,13.1,THINNESS,97,4.38,27,6
SELANGOR,URBAN,M,7.1,17,111.5,13.7,NORMAL,92,4.62,28,1
SELANGOR,URBAN,M,7.1,22.6,125,14.5,NORMAL,103,4.95,21.5,9
SELANGOR,URBAN,M,7,18.4,111,14.9,NORMAL,93,5.15,29,1
SELANGOR,RURAL,M,7.1,17.9,109.2,15,NORMAL,101,5.22,26,7
SELANGOR,URBAN,M,7,25.8,120.5,17.8,OVERWEIGHT,89,5.17,33,2
SELANGOR,URBAN,M,7,35.5,125,22.7,OBESITY,92,4.78,27,3
SELANGOR,RURAL,M,7.1,19.2,116,14.3,NORMAL,107,3.91,25,6
SELANGOR,RURAL,M,7,25,125,16,NORMAL,107,5.06,28,1
SELANGOR,RURAL,M,7.1,21.2,113.5,16.5,NORMAL,110,4.34,31.5,10
SELANGOR,RURAL,M,7.1,22.1,121,15.1,NORMAL,83,3.76,15,4
SELANGOR,RURAL,M,7,21.9,115.5,16.4,NORMAL,126,4.48,24,10
SELANGOR,URBAN,M,7.1,37.11,125,23.8,OBESITY,86,4.82,30,1
SELANGOR,RURAL,M,7,18.4,117,13.4,NORMAL,100,5.04,26.5,6
SELANGOR,URBAN,M,7.1,19,115.5,14.2,NORMAL,102,4.55,21,2
SELANGOR,RURAL,M,7,22,124,14.3,NORMAL,90,4.23,13,5
SELANGOR,RURAL,M,7,20.6,116,15.3,NORMAL,86,4.73,17,6
SELANGOR,RURAL,M,7.1,18.9,116,14,NORMAL,102,4.98,19,6
SELANGOR,URBAN,M,7,18,113,14.1,NORMAL,124,4.87,29,8
SELANGOR,RURAL,M,7,18,119,12.7,THINNESS,83,4.79,29.5,1
SELANGOR,URBAN,M,7,17,112,13.6,NORMAL,93,4.71,28,2
SELANGOR,RURAL,M,7.1,24,126,15.1,NORMAL,105,4.75,24.5,6
SELANGOR,URBAN,M,7,20,118.9,14.1,NORMAL,73,5.85,23,10
SELANGOR,RURAL,M,7.1,34,126,21.4,OBESITY,90,5.27,21,8
SELANGOR,URBAN,M,7.1,20,116,14.9,NORMAL,121,5.2,20,8
